"","A1_FakiAligned","A2_FakiAligned","A2_UntxAligned","A3_FakiAligned","A3_UntxAligned","B1_FakiAligned","B1_UntxAligned","B2_FakiAligned","B3_FakiAligned","B3_UntxAligned","FAKinh_1_ItgB4Aligned","FAKinh_2_ItgB4Aligned","FAKinh_3_ItgB4Aligned","UnTx1_ItgB4Aligned","UnTx3_ItgB4Aligned"
"Gm4788",5,6,0,12,19,1,0,0,0,0,0,0,0,0,4
"Gm4791",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm4792",0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
"Gm4794",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm4814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4827",8,0,10,0,1,6,0,1,0,0,1,3,0,4,0
"Gm4832",1,3,0,1,17,1,0,0,3,9,0,0,14,11,0
"Gm4836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4841",31,66,0,65,89,0,0,10,0,1,40,0,0,0,0
"Gm4846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4847",0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"Gm4850",0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"Gm4858",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm4861",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Gm4871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4884",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm4890",20,28,156,38,184,123,141,133,113,141,165,213,193,136,207
"Gm4894",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm4906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4907",3,1,4,0,5,10,13,7,8,5,20,2,19,14,6
"Gm4922",0,0,13,0,21,5,26,38,12,5,3,28,14,0,0
"Gm4925",33,6,0,8,22,21,21,0,14,40,44,29,2,0,52
"Gm4926",0,0,0,0,9,0,11,0,0,1,0,0,0,0,0
"Gm4937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4944",492,506,188,443,703,487,293,736,410,375,355,343,528,5,44
"Gm4951",591,605,155,1025,990,42,80,88,45,119,30,34,49,0,39
"Gm4952",0,0,0,0,31,2,18,0,1,2,6,0,15,0,0
"Gm4956",353,134,54,574,64,5,13,6,16,0,40,51,42,16,6
"Gm4961",0,6,56,4,63,138,68,70,102,164,23,34,90,217,96
"Gm4971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm4980",1123,1428,124,727,587,8,28,209,20,96,20,184,53,0,101
"Gm4981",0,0,0,1,0,0,0,0,0,0,0,0,0,15,0
"Gm4984",5,20,0,8,9,2,11,8,5,0,0,9,1,0,4
"Gm5",0,2,16,0,1,0,6,3,0,0,3,5,1,0,0
"Gm5039",0,0,14,0,0,0,0,0,0,0,0,0,0,0,8
"Gm5065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5069",22,49,11,53,43,6,0,6,10,1,14,8,5,1,11
"Gm5071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5077",575,1117,25756,694,16348,13203,16479,14356,11175,25175,55974,74886,55737,42842,37235
"Gm5082",0,0,22,0,0,0,12,1,4,0,12,0,0,0,1
"Gm5083",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Gm5084",1347,765,0,1647,73,0,0,4,0,0,57,39,70,0,0
"Gm5086",27,57,50,53,85,14,1,27,3,5,60,73,21,32,36
"Gm5087",1,6,28,0,35,19,0,61,13,46,18,116,16,125,97
"Gm5088",92,174,254,160,275,299,270,190,286,252,324,242,346,301,362
"Gm5089",1,9,1,4,10,7,20,5,3,10,6,7,13,0,0
"Gm5091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5105",12,3,0,22,8,0,5,8,0,0,0,0,0,5,0
"Gm5108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5111",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Gm5113",289,254,282,304,107,312,222,327,270,261,249,507,404,272,241
"Gm5114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5122",0,0,28,0,6,1,1,11,10,2,0,15,18,27,0
"Gm5124",13,25,58,37,76,43,44,27,35,31,32,77,33,45,65
"Gm5126",217,290,31,302,274,9,2,12,9,44,16,24,10,15,218
"Gm5127",9,36,6,41,2,0,0,0,0,4,17,0,12,0,0
"Gm5128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5129",7,11,26,38,23,42,34,26,53,30,57,39,37,72,25
"Gm5132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5134",0,81,0,0,1,0,0,4,0,0,0,8,0,0,0
"Gm5136",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm514",0,2,2,4,12,2,1,1,0,0,4,0,2,0,0
"Gm5141",210,229,147,294,354,76,196,224,122,209,114,36,214,19,159
"Gm5142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5148",1472,642,935,1714,1054,1054,832,902,771,740,1533,1393,1547,971,1278
"Gm5150",0,1,1,0,19,0,8,0,2,2,0,4,0,0,0
"Gm5166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5176",3,3,0,0,13,1,2,0,5,3,6,0,2,0,4
"Gm5177",1,0,0,1,0,1,0,0,1,1,0,0,0,4,2
"Gm525",12,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Gm527",533,603,152,925,544,421,119,263,375,151,223,85,258,116,300
"Gm5294",0,0,6,0,34,1,1,13,3,0,1,8,0,0,26
"Gm53",0,20,343,13,260,287,272,304,223,256,527,833,398,370,439
"Gm5334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5346",0,0,0,0,0,0,0,0,1,6,0,0,10,0,0
"Gm5347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm5382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5414",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"Gm5415",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"Gm5416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5420",32,75,268,2,298,71,148,962,89,183,507,1066,502,366,294
"Gm5424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5431",104,103,147,43,228,206,96,227,195,209,102,122,128,44,19
"Gm5434",82,58,116,94,159,136,80,116,140,82,116,84,122,138,150
"Gm5441",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Gm5458",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm5460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5464",0,0,36,29,10,0,0,15,1,9,0,0,0,0,1
"Gm5468",0,0,0,2,1,0,10,0,17,6,0,0,0,56,5
"Gm5475",2,0,19,11,23,54,120,26,61,50,25,42,126,106,122
"Gm5476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5478",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gm5480",5,8,337,6,186,216,256,350,207,298,339,474,301,252,350
"Gm5483",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm5485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5506",47,72,90,58,64,98,55,102,77,85,59,61,75,72,73
"Gm5512",262,327,421,410,428,472,381,596,424,620,432,822,529,413,418
"Gm5523",0,12,8,11,10,3,4,7,10,3,0,7,2,2,2
"Gm5531",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5538",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5544",4,11,24,1,6,0,4,1,1,13,0,2,15,30,73
"Gm5547",57,144,353,94,361,206,272,224,146,365,972,1529,875,713,634
"Gm5549",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm5577",33,54,19,37,97,21,28,31,24,40,29,22,7,10,23
"Gm5591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5592",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm5595",202,361,50,464,446,303,115,385,250,238,261,337,399,0,23
"Gm5607",46,7,1,22,7,0,0,0,0,0,8,6,1,0,0
"Gm561",152,73,183,219,204,136,114,203,106,178,273,412,233,188,180
"Gm5615",277,1080,20438,214,15800,10290,18313,16094,7632,26677,29412,75713,20677,21214,22543
"Gm5617",260,95,228,156,218,169,216,248,86,225,409,489,343,184,289
"Gm5622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5627",0,2,0,1,0,0,2,0,0,0,0,0,1,1,0
"Gm5634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5640",0,0,0,0,9,3,0,0,0,0,0,0,0,0,0
"Gm5643",3,11,9,0,2,6,6,11,8,6,6,11,13,2,12
"Gm5662",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm5712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5741",2,1,0,2,1,9,2,4,7,4,0,0,2,4,1
"Gm5766",0,0,0,0,12,5,0,0,0,0,0,4,0,0,0
"Gm5771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5779",0,9,16,0,35,0,4,0,0,1,2,0,0,2,8
"Gm5795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5801",615,575,1190,489,734,1516,902,1088,1442,867,1237,858,1424,1309,964
"Gm5803",3,9,7,6,6,17,9,15,15,10,11,3,11,18,8
"Gm581",0,0,18,0,0,0,4,0,1,0,0,0,0,0,0
"Gm5820",36,28,14,23,29,0,1,0,0,4,0,21,6,0,0
"Gm5833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5860",0,0,18,0,24,19,21,4,9,9,45,54,31,11,13
"Gm5868",0,0,10,0,6,0,11,4,4,12,34,0,22,0,16
"Gm5878",0,0,0,30,2,0,0,0,0,0,0,0,0,0,0
"Gm5885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5886",0,0,0,0,4,4,7,0,3,1,24,0,10,0,0
"Gm5891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5916",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm5918",98,110,266,129,248,248,323,374,188,497,337,582,257,283,364
"Gm5925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Gm5936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm5941",0,0,0,0,3,0,1,4,9,1,5,0,8,0,0
"Gm595",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Gm597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6034",1,2,8,3,6,4,1,1,0,0,0,0,0,0,2
"Gm6040",0,0,0,0,0,2,1,0,4,6,0,0,0,1,3
"Gm6042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm608",491,753,579,555,1122,842,653,1000,807,859,704,1201,573,599,653
"Gm6084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"Gm609",4,2,0,13,23,7,0,8,4,0,0,0,0,0,0
"Gm6116",0,1,0,0,4,1,0,0,1,0,0,0,0,0,0
"Gm6121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm614",0,0,0,3,0,1,0,1,0,0,1,1,0,0,0
"Gm6150",0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
"Gm6164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6194",64,96,126,66,66,40,54,58,54,60,84,76,98,38,57
"Gm6213",2,3,11,5,9,6,1,4,0,0,15,9,16,2,8
"Gm6225",184,174,44,182,79,95,57,94,83,39,62,82,113,12,67
"Gm6249",11,25,0,23,21,0,0,0,0,0,0,0,0,0,0
"Gm6251",112,48,134,137,128,142,134,132,133,142,205,187,231,180,131
"Gm6260",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm6268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6277",56,25,18,48,29,47,15,68,26,43,33,100,11,31,17
"Gm6289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm6297",858,364,337,832,728,348,243,268,371,250,485,349,656,231,367
"Gm6300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6307",3,0,0,7,2,0,0,0,0,0,0,0,0,0,1
"Gm6313",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm6329",0,0,0,0,2,6,0,0,0,0,0,0,8,5,0
"Gm6367",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm6370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6377",876,3797,2218,1851,8525,859,582,645,677,1435,2814,4561,3220,113,455
"Gm6402",48,25,87,49,70,49,44,79,63,55,42,85,45,34,77
"Gm6406",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm6408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6416",0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
"Gm6432",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm6455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm648",2,1,19,14,0,0,0,0,2,0,0,0,0,0,0
"Gm6484",0,0,3,3,9,4,3,0,0,1,0,0,0,0,17
"Gm6498",15,28,9,7,16,6,3,4,3,3,2,1,3,1,2
"Gm6524",48,40,64,50,56,82,72,68,90,64,68,38,72,37,60
"Gm6525",6,1,6,1,10,3,4,2,4,6,2,4,0,0,0
"Gm6531",2,0,2,4,3,2,4,4,2,4,2,8,2,2,2
"Gm6537",28,46,0,7,42,0,0,0,0,1,0,6,2,49,41
"Gm6548",1567,879,993,1498,1412,1381,912,1275,1313,1164,1532,1445,1754,1058,941
"Gm6567",7,0,0,7,1,0,0,0,0,0,0,0,0,0,0
"Gm6568",30,12,25,45,12,24,6,14,33,14,36,31,43,32,19
"Gm6578",16,10,32,24,26,12,26,11,18,12,13,22,34,30,30
"Gm6583",0,4,9,31,6,3,2,12,7,6,36,16,11,0,0
"Gm6588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6592",0,1,0,1,0,2,0,0,0,0,0,0,0,0,1
"Gm6602",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm6607",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"Gm6614",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm6623",31,43,45,30,50,79,21,48,73,41,53,18,70,30,39
"Gm6634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6639",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Gm6642",0,2,1,10,3,0,0,0,0,0,0,0,0,0,6
"Gm6644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6654",21,2,0,25,25,28,21,9,16,18,26,30,19,2,15
"Gm6682",423,382,288,350,313,277,176,272,248,216,308,305,308,367,321
"Gm6696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6710",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Gm6756",0,8,12,1,6,8,14,12,18,14,2,30,14,20,8
"Gm6760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6772",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6787",14,6,4,26,23,5,26,33,12,31,27,0,7,57,43
"Gm6792",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"Gm6793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6812",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm684",219,253,305,190,303,378,324,666,408,363,586,473,537,292,390
"Gm6878",28,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm6880",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm6890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6904",0,10,1,3,14,0,2,4,0,1,0,0,5,1,0
"Gm6927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm6938",0,0,0,0,0,0,8,8,0,1,2,4,7,0,11
"Gm694",0,0,0,0,2,1,1,3,1,1,1,18,16,12,4
"Gm6981",34,95,20,149,57,13,36,19,24,10,37,12,10,2,28
"Gm6994",2,7,0,3,3,0,0,0,0,0,0,0,0,0,0
"Gm7008",5,3,14,2,10,14,8,14,6,10,8,6,23,39,12
"Gm7030",9,5,1,8,1,1,0,1,1,3,0,0,2,1,1
"Gm7056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7092",29,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm7102",30,14,42,22,85,59,74,66,58,36,46,54,84,42,80
"Gm7104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm711",19,7,2,14,3,5,6,19,2,2,7,22,19,37,0
"Gm7120",130,98,119,136,345,82,80,86,84,191,175,154,88,70,85
"Gm7134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm715",71,85,179,43,139,64,92,128,72,108,21,79,47,145,245
"Gm7157",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm7168",0,0,0,0,0,3,0,4,4,14,0,2,0,0,25
"Gm7173",0,0,1,0,59,56,24,92,64,55,0,15,17,0,0
"Gm7244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7271",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm732",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gm7325",0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
"Gm7334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7337",0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
"Gm7367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7444",0,0,5,0,5,4,2,0,4,1,6,3,18,1,2
"Gm7457",0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
"Gm7534",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Gm7538",0,0,0,0,27,5,0,27,16,13,18,69,33,0,19
"Gm7550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7609",1,7,40,6,43,27,31,69,21,39,26,16,19,20,49
"Gm7616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm765",0,0,0,4,6,0,0,0,0,0,0,0,0,0,0
"Gm766",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"Gm7694",896,695,787,1253,906,592,662,702,616,543,338,485,251,954,521
"Gm7714",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
"Gm773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Gm7849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7854",39,28,79,62,36,120,71,85,102,56,62,18,76,13,37
"Gm7861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm7904",8,6,1,0,21,4,1,4,3,0,4,0,0,0,0
"Gm7977",3,0,0,6,2,2,0,2,2,0,1,0,2,2,0
"Gm7978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm805",0,0,0,1,0,0,0,0,1,0,0,0,0,0,11
"Gm806",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm8096",0,0,0,1,10,0,3,3,3,2,0,3,1,0,1
"Gm813",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm815",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8179",4,0,0,0,6,0,0,5,1,2,5,0,0,0,0
"Gm8221",10,0,17,0,66,0,0,0,0,0,0,0,0,0,194
"Gm8234",0,0,2,16,16,0,11,0,1,4,0,0,0,0,0
"Gm826",19,7,0,13,8,10,0,15,15,20,9,16,6,31,0
"Gm8267",0,0,0,0,3,0,7,0,0,0,0,0,0,0,16
"Gm829",0,16,0,0,6,0,0,0,0,0,0,0,0,0,0
"Gm8298",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Gm8300",0,0,0,0,3,8,0,0,0,0,0,0,0,0,6
"Gm833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8363",3,0,6,0,5,7,6,2,3,4,4,5,6,6,4
"Gm8369",1,96,0,38,66,0,1,0,0,0,0,1,0,0,0
"Gm839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8439",1,0,0,0,0,0,0,5,0,0,0,5,6,1,0
"Gm8453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm853",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Gm8579",0,0,0,0,0,2,0,3,2,0,8,0,1,0,0
"Gm8580",17,4,0,8,27,14,0,10,2,0,4,2,0,0,2
"Gm8615",64,149,117,94,177,82,76,100,55,70,152,190,159,122,136
"Gm8633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8709",11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm872",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8773",64,42,9,79,27,0,0,0,4,4,0,0,0,0,0
"Gm8787",0,0,4,0,2,3,2,7,0,9,0,0,0,0,0
"Gm8801",26,2,51,5,68,13,21,14,26,19,46,47,25,38,34
"Gm8817",16,16,6,16,9,0,6,0,1,2,0,0,14,8,4
"Gm884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8882",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8883",0,0,0,0,1,0,5,0,1,0,0,0,1,10,0
"Gm8884",3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm889",111,68,393,147,659,219,251,208,240,377,152,118,360,190,379
"Gm8898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8909",6,9,16,6,9,14,5,12,22,9,6,4,27,2,1
"Gm8979",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Gm8989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm8994",52,64,40,44,36,80,58,72,54,50,42,66,70,78,84
"Gm9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9041",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
"Gm9047",4,1,2,14,13,2,0,1,6,5,6,0,16,0,0
"Gm9054",15,9,8,21,24,1,5,7,2,0,35,10,37,13,15
"Gm906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9079",31,53,38,73,14,13,9,15,10,20,8,18,23,0,3
"Gm9112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9125",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Gm9159",1,0,5,0,7,0,1,0,0,8,1,0,2,0,0
"Gm9199",27,113,27,29,32,17,8,20,23,14,24,10,12,12,16
"Gm9268",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm94",0,0,0,0,3,0,1,0,1,0,3,0,17,0,7
"Gm9513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9573",1,9,721,5,184,422,734,276,365,336,238,90,303,639,502
"Gm960",33,23,25,10,31,67,46,64,42,44,70,59,36,96,102
"Gm9696",0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"Gm97",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Gm9705",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm973",519,366,431,640,209,777,455,721,703,505,925,701,1032,360,328
"Gm9731",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Gm9733",0,0,0,1,8,1,1,2,0,1,12,7,7,0,0
"Gm9758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9767",1,4,0,5,4,0,0,0,0,0,0,0,0,0,0
"Gm9776",97,150,115,176,218,118,116,191,95,131,160,175,110,83,178
"Gm9833",301,299,265,458,441,430,328,441,517,602,257,276,387,164,248
"Gm9839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9871",0,0,0,0,2,0,4,0,1,0,0,18,0,0,0
"Gm9895",14,18,288,17,93,262,278,289,221,184,351,163,397,285,262
"Gm9897",20,26,7,61,56,24,28,42,8,35,8,22,28,18,2
"Gm9899",2,5,0,3,8,0,0,0,0,0,0,0,0,0,0
"Gm9920",32,25,42,32,50,37,20,30,27,35,29,23,33,19,16
